,Title,List Author,Author(s),Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics,id
1,Toward a Workable Model of No-Fault Compensation for Medical Injury in the United States [article],David M. Studdert,"Studdert, David M. (Cited 255 times); Brennan, Troyen A. (Cited 538 times)","American Journal of Law & Medicine, Vol. 27, Issues 2 & 3 (2001), pp. 225-252",na,52,na,33,na,9475
2,"Beyond Dead Reckoning: Measures of Medical Injury Burden, Malpractice Litigation, and Alternative Compensation Models from Utah and Colorado [article]",David M. Studdert,"Studdert, David M. (Cited 255 times); Brennan, Troyen A. (Cited 538 times); Thomas, Eric J. (Cited 105 times)","Indiana Law Review, Vol. 33, Issue 4 (2000), pp. 1643-1686",33 Ind. L. Rev. 1643 (1999-2000),40,1,8,na,9475
3,Policy Experimentation with Administrative Compensation for Medical Injury: Issues under State Constitutional Law [article],David M. Studdert,"Mello, Michelle M. (Cited 394 times); Studdert, David M. (Cited 255 times); Moran, Patricia (Cited 27 times); Dauer, Edward A. (Cited 393 times)","Harvard Journal on Legislation , Vol. 45, Issue 1 (Winter 2008), pp. 59-106",45 Harv. J. on Legis. 59 (2008),16,na,17,na,9475
4,Deconstructing Negligence: The Role of Individual and System Factors in Causing Medical Injuries [article],David M. Studdert,"Mello, Michelle M. (Cited 394 times); Studdert, David M. (Cited 255 times)","Georgetown Law Journal, Vol. 96, Issue 2 (January 2008), pp. 599-624",na,15,na,24,na,9475
5,Physician Responses to the Malpractice Crisis: From Defense to Offense [article],David M. Studdert,"Kachalia, Allen (Cited 19 times); Choudhry, Niteesh K. (Cited 12 times); Studdert, David M. (Cited 255 times)","Journal of Law, Medicine and Ethics, Vol. 33, Issue 3 (Fall 2005), pp. 416-428",na,12,na,6,na,9475
6,Geographic Variation in Informed Consent Law: Two Standards for Disclosure of Treatment Risks [article],David M. Studdert,"Studdert, David M. (Cited 255 times); Mello, Michelle M. (Cited 394 times); Levy, Marin K. (Cited 133 times)","Journal of Empirical Legal Studies , Vol. 4, Issue 1 (2007), pp. 103-124",na,10,na,na,na,9475
7,"Who Pays for Medical Errors - An Analysis of Adverse Event Costs, the Medical Liability System, and Incentives for Patient Safety Improvements [article]",David M. Studdert,"Mello, Michelle M. (Cited 394 times); Studdert, David M. (Cited 255 times); Thomas, Eric J. (Cited 105 times); Yoon, Catherine S. (Cited 10 times)","Journal of Empirical Legal Studies , Vol. 4, Issue 4 (2007), pp. 835-860",4 J. Empirical Legal Stud. 835 (2007),10,na,na,na,9475
8,Adjudicating Severe Birth Injury Claims in Florida and Virginia: The Experience of a Landmark Experiment in Personal Injury Compensation [article],David M. Studdert,"Siegal, Gil (Cited 31 times); Mello, Michelle M. (Cited 394 times); Studdert, David M. (Cited 255 times)","American Journal of Law & Medicine, Vol. 34, Issue 3 (2008), pp. 493-538",34 Am. J.L. & Med. 493 (2008),9,na,19,na,9475
9,Rationalizing Noneconomic Damages: A Health-Utilities Approach [article],David M. Studdert,"Studdert, David M. (Cited 255 times); Kachalia, Allen (Cited 19 times); Salomon, Joshua A. (Cited 7 times); Mello, Michelle M. (Cited 394 times)","Law and Contemporary Problems, Vol. 74, Issue 3 (Summer 2011), pp. 57-102",na,7,na,3,na,9475
10,"Direct Contracts, Data Sharing and Employee Risk Selection: New Stakes for Patient Privacy in Tomorrow's Health Insurance Markets [article]",David M. Studdert,"Studdert, David M. (Cited 255 times)","American Journal of Law & Medicine, Vol. 25, Issues 2 & 3 (1999), pp. 233-266",na,6,na,1,na,9475
11,Clinical Trials Registries: A Reform that is Past Due [article],David M. Studdert,"Gold, Jennifer L. (Cited 12 times); Studdert, David M. (Cited 255 times)","Journal of Law, Medicine and Ethics, Vol. 33, Issue 4 (Winter 2005), pp. 811-820",na,6,na,1,na,9475
12,"Does Tort Law Improve the Health of Newborns, or Miscarry - A Longitudinal Analysis of the Effect of Liability Pressure on Birth Outcomes [article]",David M. Studdert,"Yang, Y. Tony (Cited 17 times); Studdert, David M. (Cited 255 times); Subramanian, S. V. (Cited 7 times); Mello, Michelle M. (Cited 394 times)","Journal of Empirical Legal Studies, Vol. 9, Issue 2 (June 2012), pp. 217-245",9 J. Empirical Legal Stud. 217 (2012),4,na,4,na,9475
13,A Longitudinal Analysis of the Impact of Liability Pressure on the Supply of Obstetrician-Gynecologists [article],David M. Studdert,"Yang, Y. Tony (Cited 17 times); Studdert, David M. (Cited 255 times); Subramanian, S. V. (Cited 7 times); Mello, Michelle M. (Cited 394 times)","Journal of Empirical Legal Studies, Vol. 5, Issue 1 (2008), pp. 21-54",5 J. Empirical Legal Stud. 21 (2008),3,na,1,na,9475
14,Deterrence in a Divided World: Emerging Problems for Malpractice Law in an Era of Managed Care [article] *new*,David M. Studdert,"Studdert, David M. (Cited 255 times); Brennan, Troyen A. (Cited 538 times)","Behavioral Sciences & the Law, Vol. 15, Issue 1 (Winter 1997), pp. 21-48",15 Behav. Sci. & L. 21 (1997),2,na,na,na,9475
15,Poisoned Chalice - A Critical Analysis of the Evidence Linking Personal Injury Compensation Processes with Adverse Health Outcomes [article],David M. Studdert,"Grant, Genevieve (Cited 3 times); Studdert, David M. (Cited 255 times)","Melbourne University Law Review, Vol. 33, Issue 3 (2009), pp. 865-885",33 Melb. U. L. Rev. 865 (2009),2,na,16,na,9475
16,Will Divestment from Employment-Based Health Insurance Save Employers Money: The Case of State and Local Governments [article],David M. Studdert,"Goldhaber-Fiebert, Jeremy D. (Cited 1 times); Studdert, David M. (Cited 255 times); Farid, Monica S. (Cited 1 times); Bhattacharya, Jay (Cited 1 times)","Journal of Empirical Legal Studies, Vol. 12, Issue 3 (September 2015), pp. 343-394",12 J. Empirical Legal Stud. 343 (2015),1,na,1,na,9475
17,External Review of Coverage Denials by Managed Care Organizations in California [article],David M. Studdert,"Gresenz, Carole Roan (Cited 1 times); Studdert, David M. (Cited 255 times)","Journal of Empirical Legal Studies, Vol. 2, Issue 3 (2005), pp. 449-468",2 J. Empirical Legal Stud. 449 (2005),1,na,1,na,9475
18,The Injury Brokers: An Empirical Profile of Medical Expert Witnesses in Personal Injury Litigation [article],David M. Studdert,"Grant, Genevieve (Cited 3 times); Studdert, David M. (Cited 255 times)","Melbourne University Law Review, Vol. 36, Issue 3 (2013), pp. 831-870",36 Melb. U. L. Rev. 831 (2013),1,na,12,na,9475
19,Feasibility of a Health-Utility Approach to Quantifying Noneconomic Losses from Personal Injury [article],David M. Studdert,"Carvalho, Natalie; Fish, David (Cited 1 times); Grant, Genevieve M.; Salomon, Joshua A. (Cited 7 times); Studdert, David M. (Cited 255 times)","Journal of Empirical Legal Studies, Vol. 15, Issue 2 (2018), pp. 278-319",na,na,na,na,na,9475
20,Getting the Informed into Informed Consent and Proving It [comments],David M. Studdert,"Studdert, David M. (Cited 255 times)","Journal of Law, Medicine and Ethics, Vol. 46, Issue 4 (Winter 2018), pp. 975-977",na,na,na,2,na,9475
21,When Tort Resolutions Are Wrong: Predictors of Discordant Outcomes in Medical Malpractice Litigation [notes],David M. Studdert,"Studdert, David M. (Cited 255 times); Mello, Michelle M. (Cited 394 times)","Journal of Legal Studies, Vol. 36, Issue 2 (June 2007), pp. S47-S78",na,na,na,5,na,9475
22,In from the Cold: Law's Evolving Role in Patient Safety [article] *new*,David M. Studdert,"Studdert, David M. (Cited 255 times); Mello, Michelle M. (Cited 394 times)","DePaul Law Review, Vol. 68, Issue 2 (Winter 2019), pp. 421-458",na,na,na,na,na,9475
0,"The Past, Present, and Future of Trans-Substantivity in Federal Civil Procedure [article]",David Marcus,"Marcus, David (Cited 444 times)","DePaul Law Review, Vol. 59, Issue 2 (Winter 2010), pp. 371-430",na,69,na,15,na,4477
1,Flawed but Noble: Desegregation Litigation and Its Implications for the Modern Class Action [article],David Marcus,"Marcus, David (Cited 444 times)","Florida Law Review, Vol. 63, Issue 3 (May 2011), pp. 657-718",63 Fla. L. Rev. 657 (2011),60,na,16,na,4477
2,"The History of the Modern Class Action, Part I: Sturm und Drang, 1953-1980 [article]",David Marcus,"Marcus, David (Cited 444 times)","Washington University Law Review, Vol. 90, Issue 3 (2013), pp. 587-652",na,56,1,39,na,4477
3,"Erie, the Class Action Fairness Act, and Some Federalism Implications of Diversity Jurisdiction [article]",David Marcus,"Marcus, David (Cited 444 times)","William and Mary Law Review , Vol. 48, Issue 4 (March 2007), pp. 1247-1314",48 Wm. & Mary L. Rev. 1247 (March 2007),55,na,11,na,4477
4,The Perils of Contract Procedure: A Revised History of Forum Selection Clauses in the Federal Courts [article],David Marcus,"Marcus, David (Cited 444 times)","Tulane Law Review , Vol. 82, Issue 3 (February 2008), pp. 973-1048",82 Tul. L. Rev. 973 (2007-2008),34,1,19,na,4477
5,Famine Crimes in International Law [article],David Marcus,"Marcus, David (Cited 444 times)","American Journal of International Law, Vol. 97, Issue 2 (April 2003), pp. 245-281",97 Am. J. Int'l L. 245 (2003),29,na,na,na,4477
6,The Federal Rules of Civil Procedure and Legal Realism as a Jurisprudence of Law Reform [article],David Marcus,"Marcus, David (Cited 444 times)","Georgia Law Review, Vol. 44, Issue 2 (Winter 2010), pp. 433-510",44 Ga. L. Rev. 433 (2009-2010),25,1,15,na,4477
7,Institutions and an Interpretive Methodology for the Federal Rules of Civil Procedure [article],David Marcus,"Marcus, David (Cited 444 times)","Utah Law Review, Vol. 2011, Issue 3 (2011), pp. 927-986",2011 Utah L. Rev. 927 (2011),24,na,14,na,4477
8,Trans-Substantivity and the Processes of American Law [article],David Marcus,"Marcus, David (Cited 444 times)","Brigham Young University Law Review, Vol. 2013, Issue 5 (2013), pp. 1191-1250",2013 BYU L. Rev. 1191 (2013),22,na,16,na,4477
9,The Public Interest Class Action [article],David Marcus,"Marcus, David (Cited 444 times)","Georgetown Law Journal, Vol. 104, Issue 4 (April 2016), pp. 777-834",104 Geo. L.J. 777 (April 2016),21,na,60,na,4477
10,The Normative Development of Socioeconomic Rights through Supranational Adjudication [article],David Marcus,"Marcus, David (Cited 444 times)","Stanford Journal of International Law, Vol. 42, Issue 1 (Winter 2006), pp. 53-102",42 Stan. J. Int'l L. 53 (2006),18,na,49,na,4477
11,From Cases to Litigation to Contract: A Comment on Stability in Civil Procedure [article],David Marcus,"Marcus, David (Cited 444 times)","Saint Louis University Law Journal, Vol. 56, Issue 4 (Summer 2012), pp. 1231-1268",na,7,na,7,na,4477
12,Attorneys' Fees and the Social Legitimacy of Class Actions [notes],David Marcus,"Marcus, David (Cited 444 times)","University of Pennsylvania Law Review PENNumbra, Vol. 159, pp. 157-166",na,6,na,2,na,4477
13,The Short Life and Long Afterlife of the Mass Tort Class Action [article],David Marcus,"Marcus, David (Cited 444 times)","University of Pennsylvania Law Review, Vol. 165, Issue 7 (June 2017), pp. 1565-1598",165 U. Pa. L. Rev. 1565 (June 2017),3,na,22,na,4477
14,Two Models of the Civil Litigant [article],David Marcus,"Marcus, David (Cited 444 times)","DePaul Law Review, Vol. 64, Issue 2 (Winter 2015), pp. 537-570",na,3,na,1,na,4477
15,"The History of the Modern Class Action, Part II: Litigation and Legitimacy, 1981-1994 [article]",David Marcus,"Marcus, David (Cited 444 times)","Fordham Law Review, Vol. 86, Issue 4 (March 2018), pp. 1785-1846",86 Fordham L. Rev. 1785 (March 2018),2,na,41,na,4477
16,Making Adequacy More Adequate [comments],David Marcus,"Marcus, David (Cited 444 times)","Texas Law Review See Also, Vol. 88, pp. 137-148",na,2,na,1,na,4477
17,Rethinking Judicial Review of High Volume Agency Adjudication [article],David Marcus,"Gelbach, Jonah B. (Cited 152 times); Marcus, David (Cited 444 times)","Texas Law Review, Vol. 96, Issue 6 (May 2018), pp. 1097-1162",96 Tex. L. Rev. 1097 (2017-2018),2,na,59,na,4477
18,Crushed [article],David Marcus,"Gelbach, Jonah B. (Cited 152 times); Marcus, David (Cited 444 times)","Judicature, Vol. 101, Issue 3 (Autumn 2017), pp. 65-74",101 Judicature 65 (2017),1,1,na,na,4477
19,"Article III, Remedies, and Representation [article]",David Marcus,"Coan, Andrew (Cited 163 times); Marcus, David (Cited 444 times)","ConLawNOW, Vol. 9, pp. 97-110",na,na,na,9,na,4477
20,Finding the Civil Trail's Democratic Future after Its Demise [article],David Marcus,"Marcus, David (Cited 444 times)","Nevada Law Journal, Vol. 15, Issue 3 (Summer 2015), pp. 1523-1558",na,na,2,4,na,4477
0,Paying Physicians More to Do Less: Financial Incentives to Limit Care [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","University of Richmond Law Review, Vol. 30, Issue 1 (January 1996), pp. 155-198",30 U. Rich. L. Rev. 155 (1996),80,3,12,na,262
1,"Fault-Based Administrative Alternative for Resolving Medical Malpractice Claims, A [article]",David Orentlicher,"Johnson, Kirk B. (Cited 68 times); Phillips, Carter G. (Cited 199 times); Orentlicher, David (Cited 648 times); Hatlie, Martin S. (Cited 68 times)","Vanderbilt Law Review, Vol. 42, Issue 5 (October 1989), pp. 1365-1406",42 Vand. L. Rev. 1365 (1989),68,na,12,na,262
2,Health Care Reform and the Patent-Physician Relationship [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Health Matrix: Journal of Law-Medicine, Vol. 5, Issue 1 (Winter 1995), pp. 141-180",na,49,na,3,na,262
3,Destructuring Disability: Rationing of Health Care and Unfair Discrimination against the Sick [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Harvard Civil Rights-Civil Liberties Law Review, Vol. 31, Issue 1 (Winter 1996), pp. 49-88",31 Harv. C.R.-C.L. L. Rev. 49 (1996),41,1,57,na,262
4,The Limitations of Legislation [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Maryland Law Review, Vol. 53, Issue 4 (1994), pp. 1255-1305",na,38,na,7,na,262
5,The Legalization of Physician Assisted Suicide: A Very Modest Revolution [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Boston College Law Review , Vol. 38, Issue 3 (May 1997 ), pp. 443-476",38 B.C. L. Rev. 443 (1996-1997),33,na,36,na,262
6,"Spanking and other Corporal Punishment of Children by Parents: Overvaluing Pain, Undervaluing Children [article]",David Orentlicher,"Orentlicher, David (Cited 648 times)","Houston Law Review, Vol. 35, Issue 1 (1998), pp. 147-186",na,28,na,84,na,262
7,The Influence of a Professional Organization on Physician Behavior [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Albany Law Review, Vol. 57, Issue 3 (1994), pp. 583-606",na,26,1,7,na,262
8,Affirmative Action and Texas' Ten Percent Solution: Improving Diversity and Quality [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Notre Dame Law Review, Vol. 74, Issue 1 (October 1998), pp. 181-210",na,23,na,14,na,262
9,"The Supreme Court and Terminal Sedation: Rejecting Assisted Suicide, Embracing Euthanasia [article]",David Orentlicher,"Orentlicher, David (Cited 648 times)","Hastings Constitutional Law Quarterly, Vol. 24, Issue 4 (Summer 1997), pp. 947-968",na,22,2,40,na,262
10,Prescription Data Mining and the Protection of Patients' Interests [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Journal of Law, Medicine and Ethics, Vol. 38, Issue 1 (Spring 2010), pp. 74-84",na,19,na,13,na,262
11,Cloning and the Preservation of Family Integrity [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Louisiana Law Review, Vol. 59, Issue 4 (Summer 1999), pp. 1019-1040",59 La. L. Rev. 1019 (1998-1999),16,na,9,na,262
12,Diversity: A Fundamental American Principle [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Missouri Law Review, Vol. 70, Issue 3 (Summer 2005), pp. 777-812",70 Mo. L. Rev. 777 (2005),16,na,6,na,262
13,The Alleged Distinction between Euthanasia and the Withdrawal of Life-Sustaining Treatment: Conceptually Incoherent and Impossible to Maintain [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","University of Illinois Law Review, Vol. 1998, Issue 3 (1998), pp. 837-860",na,15,na,28,na,262
14,Presumed Consent to Organ Donation: Its Rise and Fall in the United States [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Rutgers Law Review , Vol. 61, Issue 2 (Winter 2009), pp. 295-332",61 Rutgers L. Rev. 295 (2008-2009),15,na,51,na,262
15,Rights to Healthcare in the United States: Inherently Unstable [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","American Journal of Law & Medicine, Vol. 38, Issues 2 & 3 (2012), pp. 326-347",38 Am. J.L. & Med. 326 (2012),13,na,19,na,262
16,Beyond Cloning: Expanding Reproductive Options for Same-Sex Couples [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Brooklyn Law Review, Vol. 66, Issue 3 (2000-2001), pp. 651-684",66 Brook. L. Rev. 651 (2000-2001),11,na,14,na,262
17,Discrimination out of Dismissiveness: The Example of Infertility [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Indiana Law Journal , Vol. 85, Issue 1 (Winter 2010), pp. 143-186",85 Ind. L.J. 143 (2010),11,na,10,na,262
18,The Commercial Speech Doctrine in Health Regulation: The Clash between the Public Interest in a Robust First Amendment and the Public Interest in Effective Protection from Harm [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","American Journal of Law & Medicine, Vol. 37, Issues 2 & 3 (2011), pp. 299-314",37 Am. J.L. & Med. 299 (2011),10,na,11,na,262
19,The Rise and Fall of Managed Care: A Predictable Tragic Choices Phenomenon [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Saint Louis University Law Journal, Vol. 47, Issue 2 (Spring 2003), pp. 411-[ii]",na,10,na,3,na,262
20,Conflicts of Interest and the Constitution [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Washington and Lee Law Review, Vol. 59, Issue 3 (Summer 2002), pp. 713-766",59 Wash. & Lee L. Rev. 713 (2002),8,na,8,na,262
21,Universality and Its Limits: When Research Ethics Can Reflect Local Circumstances [article],David Orentlicher,"Orentlicher, David (Cited 648 times)","Journal of Law, Medicine and Ethics, Vol. 30, Issue 3 (Fall 2002), pp. 403-410",na,7,na,1,na,262
22,"Constitutional Challenges to the Health Care Mandate: Based in Politics, Not Law [notes]",David Orentlicher,"Orentlicher, David (Cited 648 times)","University of Pennsylvania Law Review PENNumbra, Vol. 160, pp. 19-32",na,6,na,2,na,262
