,Cluster #,100 Clusters: ,200 Clusters: ,300 Clusters: ,400 Clusters: ,500 Clusters: ,600 Clusters: ,700 Clusters: ,800 Clusters: ,900 Clusters: 
338,338,na,na,na,"['Foreign Banks', 'Stamps']",['Stamps'],['Computer Law'],['Real Estate'],"['Partnerships', 'Inheritance']","['Transgender', 'Family Law', 'Fair Employment', 'Civil Unions', 'Marriage', 'Best Interests of the Child', 'Public Schools', 'Clergy', 'Gender', 'Sexual Orientation', 'Social Sciences']"
339,339,na,na,na,['Strikes'],['Criminology'],"['Arts', 'Trade Secrets', 'Uniform Commercial Code']",['Interpretation and Construction'],['Writs'],['Surrogate Parenthood']
340,340,na,na,na,['International Agencies'],['Imprisonment'],['Religious Freedom'],"['Airports', 'Takings']",['Investigations'],['Organ Donation']
341,341,na,na,na,"['Handguns', 'Kidnapping', 'Emigration and Immigration', 'Endangerment', 'Necessity Defense', 'Constitutional Rights', 'Youth Sports', 'Murder', 'Aged', 'Right to Counsel', 'Felonies', 'Post-Conviction Remedies', 'International Criminal Court', 'Jury', 'Terrorism', 'Racial Profiling', 'Marital Rape', 'False Claims', 'Bribery', 'Immigration Law', 'Firearms', 'Intercollegiate Athletics', 'Hearsay', 'Law Enforcement', 'Crimes', 'Model Penal Code', 'Law Enforcement and Corrections', 'State Agencies', 'Sentencing', 'Constitutional Courts', 'Verdicts', 'Criminal Act', 'Treason', 'Recusal', ""Victims' Rights"", 'Extradition', 'Sentencing and Punishment', 'Social Welfare', 'Fifth Amendment', 'Money', 'Public Officials', 'Criminal Procedure', 'Aliens']",['Collective Bargaining'],['Liability Insurance'],['Hazardous Waste'],['Contraception'],['Collective Bargaining']
342,342,na,na,na,"['Rules and Regulations', 'Cameras in the Courtroom', 'Foreign Corporations', 'Laboratories', 'Money Laundering']",['Detention'],['Investigations'],['Accidents'],"['Adultery', 'Double Jeopardy']","['Pets', 'Communications Law']"
343,343,na,na,na,['Law and Economics'],['Right to Free Speech'],['Music'],['Capital Market'],['Right to Farm'],['Close Corporations']
344,344,na,na,na,"['and Mineral Law', 'Gas']","['Federal Trade Commission', 'Medical Records', 'Exterritoriality', 'Radio', 'Carriers', 'Court of Justice of the European Union', 'Broadband', 'Court Records', 'Oral Argument', 'Repatriation', 'Dividends', 'Legal Aid', 'Inventions', 'Libraries', 'Mandates']",['Hazardous Waste'],['Tort Reform'],['Abortion'],['Testimony']
345,345,na,na,na,['Capital Punishment'],['Minimum Wage'],['Tort Claims'],['Emergency Medical Services'],"['Hijacking', 'Counterfeiting']","['Trade Secrets', 'Uniform Commercial Code']"
346,346,na,na,na,['Collective Bargaining'],"['Appellate Courts', 'Asbestos', 'Scientific Evidence', 'Price Fixing', 'The', 'State']",['Capital Market'],"['Fisheries', 'Reciprocity', 'Environmental Protection', 'Natural Resources']",['Public Land'],['Pollution']
347,347,na,na,na,"['Gender Identity', 'Cable Television', 'Foreclosure', 'Exports', 'Employment Discrimination']",['Right to Farm'],"['Lumber', 'Passports', 'Aiding and Abetting', 'Corporations: Liability', 'International Organization', 'Gambling', 'Veterans', 'World Politics']",['Judicial Review'],['Pollution'],"['International Criminal Court', 'Crimes', 'Social Welfare', 'Affirmative Action']"
348,348,na,na,na,['Disaster Law'],['Athletes'],['Freedom of Information'],"['Teachers', 'Public Employees']",['Pregnancy'],['Money Laundering']
349,349,na,na,na,['European Communities'],['Fourth Amendment'],['Emergency Medical Services'],['Diplomacy'],"['Trade Secrets', 'Uniform Commercial Code']",['Interstate Compacts']
350,350,na,na,na,"['Islamic Law', 'Customary Law']",['Paternity'],['S Corporations'],['Oil'],['Judicial Review'],"['Due Process of Law', 'Advisory Opinions']"
351,351,na,na,na,"['Livestock', 'Sexual Abuse', 'Climate Change']",['Animals'],"['Pipelines', 'Oil']",['Pregnancy'],['Mentally Disabled'],['Consumer Protection']
352,352,na,na,na,['Detention'],"['Victims', 'Banking', 'Lumber', 'Risk Management', 'Tax Incentives', 'Passports', 'Securities Law', 'Banking and Finance', 'Retirement', 'Corporate Taxation', 'Taxation-Federal Income', 'Employees', 'Hanging', 'Taxation', 'Government', 'Financial Services']",['Asylum'],['Unauthorized Practice of Law'],['Elections'],['Sterilization']
353,353,na,na,na,"['Minors', 'Adultery', 'Double Jeopardy', 'Predators']",['Music'],"['Animal Law', 'Philanthropy', 'Estate Planning']","['Practice of Medicine', 'Brain Death']",['Genocide'],['Plagiarism']
354,354,na,na,na,"['Conscientious Objectors', 'Military Personnel', 'Parents and Children', 'Urban Renewal', 'Cohabitation', 'Housing']","['Practice of Medicine', 'Breast Cancer', 'Brain Death', 'Data Mining']",['Foreign Judgments'],['Deportation'],['Eminent Domain'],['Pensions']
355,355,na,na,na,['Experts'],"['and Mineral Law', 'Gas']",['Right to Free Speech'],"['Motor Vehicles', 'Passengers', 'Aviation', 'Exclusionary Rule', 'Traffic Laws']",['Patents'],['Arrest']
356,356,na,na,na,"['Property Law', 'Curriculum', 'Agriculture Law', 'Highways', 'Ownership', 'Land Use', 'Comparable Worth', 'Race']",['Freedom of Information'],['Collective Bargaining'],"['News Media', 'Guilty Pleas', 'Sedition', 'Uniform Trade Secrets Act', 'Hearsay', 'Community Service', 'Privileged Communications', 'News Reporters', 'Right to Be Heard', 'Identity Theft']",['Close Corporations'],['Pipelines']
357,357,na,na,na,['Public Utilities Law'],"['Urban Development', 'Fair Market Value', 'Ballots', 'Foreign Ownership', 'Partition', 'Real Property', 'Socialism', 'Property Tax', 'Restrictive Covenants']",['Homosexuality'],"['Planning and Zoning', 'State Legislatures']",['Prisoners'],['Foreign Aid']
358,358,na,na,na,"['Community Service', 'International Courts and Tribunals', 'Email', 'Electronic Surveillance', 'Mail', 'Education Law', 'International Commercial Arbitration']","['Fundraising', 'Right to Vote', 'Defenses']",['Marketing'],['Social Welfare Law'],['Social Welfare Law'],['Experts']
359,359,na,na,na,"['Pipelines', 'Oil', 'Procedure']","['Investigations', 'Statutes']","['Emigration and Immigration', 'Endangerment', 'Right to Counsel', 'Marital Rape', 'False Claims', 'Intercollegiate Athletics', 'Human Trafficking', 'Model Penal Code', 'State Agencies', 'Sentencing', 'Constitutional Courts', 'Verdicts', 'Criminal Act', 'Freedom of Movement']",['Disaster Law'],['Presidency'],['Precedents']
360,360,na,na,na,"['Planning and Zoning', 'Prices', 'State Legislatures', 'Affordable Housing']",['Commander in Chief'],"['and Mineral Law', 'Gas']",['Possession'],['Unauthorized Practice of Law'],['Sedition']
361,361,na,na,na,"['Home Rule', 'Administrative Procedure', 'State Action']","['Antidilution Laws', 'Dilution Laws', 'Trade Dress']",['Contraception'],['In Vitro Fertilization'],['Imprisonment'],['Fourth Amendment']
362,362,na,na,na,"['Unemployment', 'Rebates', 'Fire Insurance', 'Malpractice', 'Insurance Law', ""Workers' Compensation Law"", 'Full Faith and Credit', 'Insurance Agents', 'Veterans', 'Attorneys General', 'Business Judgment Rule', 'Residency', 'Attorneys', 'Undocumented Workers', 'Unfair Competition']",['Rent'],['Separation'],"['Scientific Evidence', 'Price Fixing']",['Farmland'],['Asylum']
363,363,na,na,na,['Bioethics'],"['Battered Women', 'Testimony']",['Public Utilities Law'],"['Public Contracts', 'Investment Advisers', 'Utilities', 'Poultry']",['Mergers'],['Animal Law']
364,364,na,na,na,['Tort Claims'],['Plagiarism'],['Patents'],"['Punitive Damages', 'Slavery', 'Public Law', 'United Nations', 'Secured Transactions', 'Merit Selection']",['Stamps'],['Tort Reform']
365,365,na,na,na,"['Agriculture', 'Animals']","['Shield Laws', 'Child Pornography']",['Detention'],['Copyright'],['Music'],['Capital Market']
366,366,na,na,na,"['Fantasy Sports', 'Athletes']","['Planning and Zoning', 'State Legislatures', 'Affordable Housing']",['Criminals'],['No-Fault'],['Cultural Property'],['Elections']
367,367,na,na,na,['Oil and Gas'],['Drones'],['Loans'],['Imprisonment'],"['Takings Clause', 'Endangered Species', 'Biodiversity', 'Fisheries', 'Reciprocity', 'Environmental Protection']",['Duress']
368,368,na,na,na,['Investment'],"['Disclaimers', 'Probate', 'Polygamy', 'Mistake', 'Inheritance', 'Breach of Contract', 'Fair Housing']","['Mentally Retarded', 'Mentally Disabled']",['Surrogate Parenthood'],['Capital Market'],"['Curriculum', 'Ownership']"
369,369,na,na,na,['Air and Space Law'],['Investment'],['Disaster Law'],['Mergers'],"['Guardian Ad Litem', 'Debt Collection', 'Supremacy Clause', 'Confessions', 'Administrative Courts']",['Power Plants']
370,370,na,na,na,"['Greenhouse Gases', 'Public Contracts', 'Gasoline', 'Air Pollution', 'Investment Advisers', 'Utilities', 'Poultry', 'Environmental Law', 'Deregulation']",['Capital Market'],"['Primaries', 'Background Checks', 'Duty of Loyalty', 'Tax Returns']",['Religious Freedom'],['Disaster Law'],['Habeas Corpus']
371,371,na,na,na,['Student Athletes'],['Capital Gains'],['Deregulation'],['Tort Claims'],['Partition'],['Pregnancy']
372,372,na,na,na,['Fracking'],"[""Patients' Rights"", 'Mental Health']",['No-Fault'],['Freedom of Information'],['Possession'],['Solar Energy']
373,373,na,na,na,['Commander in Chief'],"['Legal Research', 'Legal Writing']",['Electricity'],['Sports'],"['Rule Against Perpetuities', 'Asset Protection Trusts', 'Gifts']",['Planning and Zoning']
374,374,na,na,na,"['Elections', 'Blood', 'Initiative and Referendum', 'Spousal Support', 'Possession', 'Foreign Investment', 'Moral Rights of Artists', 'Plaintiffs', 'International Relations', 'Injunctions', 'Freedom of Speech', 'Annulment', 'Soft Law', 'Foreign Athletes', 'Maintenance', 'Democracy', 'Maritime Law', 'Labor Law', 'Judicial Process', 'Standing', 'Forfeiture', 'Obscenity', 'Jurisdiction', 'Right of Privacy', 'Transportation Law', 'Corporate Officers', 'Redistricting', 'Legislation', 'Judiciary', 'Privatization', 'Clinical Trials', 'Judges', 'Punishment', 'Pledges', 'Criminal Statistics', 'Theft', 'Risk Management', 'Domicile', 'Third Parties', 'Euthanasia', 'Municipalities', 'Libel', 'Class Actions', 'Proof', 'Charter Schools', 'Unfair Trade Practices', 'Misdemeanors', 'Statutes of Repose', 'Nuclear Waste', 'Social Media', 'Evidence', 'Equity', 'Non-Governmental Organizations (Ngos)', 'School Districts', 'Trials', 'Human Rights Law', 'Appellate Review', 'Boycotts', 'Choice of Law', 'War Powers', 'Boundaries', 'Desegregation', 'Court Opinions', 'Advertising', 'Lobbying', 'Politics', 'Congress', 'Plastic', 'Broadcasting', 'Bills', 'Immigrants', 'Legal Services', 'International Labor Law', 'Negligence', 'Baseball', 'Divorce', 'Constitutions', 'Notice', 'Legal Analysis and Writing', 'Scientific Research', 'Sports', 'National Security', 'Commitment', 'Legal Positivism', 'Air Law and Aviation', 'Plain Language', 'President/Executive Department', 'Academic Freedom', 'African Union', 'Legal Ethics', 'Contractors', 'Railroads', 'Documents', 'Research and Development', 'Second Amendment', 'Industrial Design', 'Federal Courts', 'Hanging', 'Public Housing', 'Science and Technology', 'Reapportionment', 'Law Students', 'Comparative Law', 'Benefit Corporations', 'Segregation']",['Consumer Protection'],"['Military Tribunals', 'Holocaust', 'War Crimes', 'Executive Powers', 'Accomplices', 'Crimes Against Humanity', 'Admiralty Law', 'Government Liability', 'Torture']",['Trademarks'],"['Drunk Driving', 'Alcohol', 'Dram Shop Laws', 'Court Procedure', 'Social Host Liability']",['Disaster Law']
375,375,na,na,na,['Music'],['Loans'],['Paternity'],['Food and Drug'],['Interrogatories'],['Bad Faith']
376,376,na,na,na,"['News Media', 'Commercial Speech', 'Guilty Pleas', 'Sedition', 'Privileged Communications', 'News Reporters', 'Right to Be Heard', 'High School', 'Ombudsmen', 'Subpoenas', 'Professions', 'Confidentiality']","['Comparable Worth', 'Race']",['Videotapes'],['Probate'],['Tort Reform'],['Music']
377,377,na,na,na,['Fraud'],"['Urban Renewal', 'Housing']",['Legal Research'],['Commercial Code'],['Nuisance'],['Settlements']
378,378,na,na,na,"['Battered Woman Syndrome', 'English Language', 'Self-Defense', 'Contraception', 'Genetic Testing', 'Boxing', 'Testimony']","['Gender Identity', 'Church and State', 'Religion']",['Commander in Chief'],['Music'],['Deportation'],"['Parental Rights Termination', 'Grand Juries']"
379,379,na,na,na,['Prisoners'],"['Freedom of Association', 'Social Networks', 'European Union', 'Privacy']","['Planning and Zoning', 'State Legislatures', 'Affordable Housing']",['Statute of Limitations'],"['Self-Incrimination', 'Law Enforcement and Corrections', 'Fifth Amendment']",['Medicaid']
380,380,na,na,na,"['Ninth Amendment', 'Freedom of Association', 'European Union', 'Privacy']",['Child Neglect'],['Agriculture'],"['Banking', 'Lumber', 'Risk Management', 'Passports', 'Futures', 'Securities Law', 'Banking and Finance', 'Corporate Taxation', 'Taxation-Federal Income']","['Northern Ireland', 'Automobiles', 'Civil Unions', 'Public Schools']","['Health Maintenance Organizations', 'Corporations: Foreign', 'Public Policy', 'Corporations', 'Contracts', 'Economics']"
381,381,na,na,na,"['Handicapped', 'Defendants', 'Cruel and Unusual Punishment']",['Aircraft'],"['Elections', 'Nullity', 'Injunctions', 'Freedom of Speech', 'Foreign Athletes', 'Maritime Law', 'Labor Law', 'Standing', 'Obscenity', 'Right of Privacy', 'Legislation', 'Violence', 'Theft', 'International Criminal Court', 'Libel', 'Jury', 'Terrorism', 'First Amendment', 'Social Media', 'Trials', 'Human Rights Law', 'Appellate Review', 'Immigration Law', 'Broadcasting', 'Legal Services', 'Firearms', 'Professional Ethics', 'National Security', 'Ethics', 'Crimes', 'Race and Ethnicity', 'Extradition', 'Constitutional Law']",['Solar Energy'],['Agriculture'],['Criminology']
382,382,na,na,na,['Artificial Insemination'],"['Kidnapping', 'Emigration and Immigration', 'Endangerment', 'Necessity Defense', 'Aged', 'Right to Counsel', 'Felonies', 'International Criminal Court', 'Jury', 'Marital Rape', 'False Claims', 'Bribery', 'Firearms', 'Intercollegiate Athletics', 'Law Enforcement', 'Model Penal Code', 'State Agencies', 'Sentencing', 'Constitutional Courts', 'Verdicts', 'Criminal Act', 'Treason', ""Victims' Rights"", 'Sentencing and Punishment', 'Social Welfare', 'Money', 'Criminal Procedure']",['Minimum Wage'],['Commander in Chief'],['Freedom of Information'],['Trademarks']
383,383,na,na,na,"['Rule Against Perpetuities', 'Conflict of Interest', 'Asset Protection Trusts', 'Gifts']",['Emergency Medical Services'],"['Infertility', 'Health Services', 'Fetal Experimentation', 'Family and Medical Leave']",['Agriculture'],['Islamic Law'],['Sports']
384,384,na,na,na,"['Church and State', 'Religion']",['Procedure'],"['Punitive Damages', 'Adverse Possession', 'Slavery', 'Public Law', 'United Nations', 'Drunk Driving', 'Interpreters', 'Secured Transactions', 'Right to Education', 'Criminal Law', 'Recusal', 'Admiralty', 'Merit Selection', 'Incorporation', 'Statutory Construction']",['Law and Economics'],['Real Estate'],['Exclusionary Rule']
385,385,na,na,na,['Nuisance'],"['Dogs', 'Exports and Imports', 'Lynching', 'International Law']",['Mergers'],['Settlements'],['Legal Literature'],"['Endangered Species', 'Biodiversity', 'Fisheries', 'Foreign Affairs']"
386,386,na,na,na,"['Cocaine', 'Visitation Rights', 'Foster Care', 'Adopted Children', 'Child Abuse', 'Adoption']",['Separation'],['Commercial Code'],"['Pets', 'Communications Law']",['Experts'],['Debtors and Creditors']
387,387,na,na,na,"['International Arbitration', 'Joinder', 'Migrant Workers', 'Conflict of Laws', 'Forum Non Conveniens', 'Commercial Arbitration', 'Res Judicata', 'Taxation: International', 'Developing Countries', 'Interest Arbitration', 'International Trade', 'Arbitration', 'Estoppel', 'Tuition', 'Dispute Resolution', 'Rule of Law']","['Migrant Workers', 'Economic Policy', 'Forum Non Conveniens', 'Interest Arbitration', 'Arbitration', 'Dispute Resolution']","['Pets', 'Communications Law']",['Stamps'],['Child Neglect'],"['Expungement', ""Workers' Compensation"", 'Disability Insurance']"
388,388,na,na,na,['Legislative History'],['Close Corporations'],"['Islamic Law', 'Customary Law']",['Liquor'],['Solar Energy'],['Social Welfare Law']
389,389,na,na,na,['Loans'],['Professional Sports'],['Bullying'],['Fracking'],['Right to Vote'],"['Lumber', 'Passports']"
390,390,na,na,na,['Capital Market'],"['English Language', 'Hate Crimes', 'Self-Defense', 'Boxing']","['Birth Control', 'Stem Cell Research', 'Disability', 'Family Law', 'Rico', 'Spouses', 'Health Care Providers', 'Presumptions', 'Fair Employment', 'Civil Unions', 'Police Power', 'Best Interests of the Child', 'Human Experimentation', 'Gender', 'Sexual Orientation', 'Social Sciences', 'Parents']","['Ballots', 'Partition']",['Emergency Medical Services'],['Statutes']
391,391,na,na,na,"['Antidilution Laws', 'Dilution Laws', 'Trade Dress']","['Records', 'Murder']","[""Patients' Rights"", 'Mental Health']",['S Corporations'],['Public Employees'],"['Adultery', 'Double Jeopardy']"
392,392,na,na,na,"['Water Pollution', 'Coroners', 'Water']",['Safe Harbor'],['Rent'],['Rent'],['Income Taxation'],['Gaming']
393,393,na,na,na,['Cultural Property'],"['Clemency', 'Insanity']",['Presidency'],['Taxation-Federal'],['Marketing'],['International Arbitration']
