,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Fordham Law Review,Vol.  78,5 (April 2010),2010,2329,2356,2329-2356
0,Akron Law Review ,Vol.  43,3 (2010),2010,985,1008,985-1008
0,Loyola University Chicago Law Journal,Vol.  44,2 (Winter 2012),2012,511,532,511-532
0,Michigan State Journal of International Law,Vol.  15,3 (2007),2007,605,634,605-634
0,Journal of Legal Education,Vol.  56,1 (2006),2006,106,121,106-121
0,Loyola University Chicago Law Journal,Vol.  32,3 (Spring 2001),2001,617,692,617-692
0,Saint Louis University Law Journal,Vol.  51,4 (Summer 2007),2007,935,[ii],935-[ii]
0,San Diego Law Review,Vol.  48,1 (February-March 2011),2011,379,400,379-400
0,Professional Lawyer Symposium Issues ,Vol.  1998,,,73,80,73-80
0,Connecticut Law Review,Vol.  36,1 (Fall 2003),2003,7,74,7-74
0,Georgia Law Review,Vol.  40,1 (Fall 2005),2005,85,152,85-152
0,Florida State University Law Review,Vol.  34,1 (Fall 2006),2006,1,40,1-40
0,Syracuse Law Review,Vol.  60,3 (2010),2010,583,602,583-602
0,Buffalo Law Review,Vol.  53,1 (Winter 2005),2005,65,140,65-140
0,Marquette Law Review,Vol.  93,3 (Spring 2010),2010,907,970,907-970
0,Iowa Law Review,Vol.  102,5 (July 2017),2017,1847,1896,1847-1896
0,Fordham Urban Law Journal,Vol.  34,2 (March 2007),2007,689,720,689-720
0,Touro Law Review,Vol.  30,2 (2014),2014,349,370,349-370
0,Indiana Law Review ,Vol.  43,4 (2010),2010,1217,1228,1217-1228
0,George Mason Law Review,Vol.  23,2 (Winter 2016),2016,273,298,273-298
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2018,,,1,2,1-2
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2017,,,1,2,1-2
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2019,,,1,2,1-2
0,Journal of Affordable Housing and Community Development Law,Vol.  16,4 (Summer 2007),2007,377,405,377-405
0,Transactions: The Tennessee Journal of Business Law,Vol.  14,3 (2013),2013,447,462,447-462
0,Transactions: The Tennessee Journal of Business Law,Vol.  18,2 (Winter 2016),2016,593,614,593-614
0,New York Law School Journal of Human Rights,Vol.  13,4 (Special,,971,1016,971-1016
0,Harvard Law Review,Vol.  109,2 (December 1995),1995,355,438,355-438
0,Harvard Law Review ,Vol.  107,4 (February 1994),1994,820,857,820-857
0,Michigan Law Review,Vol.  94,8 (August 1996),1996,2466,2552,2466-2552
0,Georgetown Law Journal,Vol.  85,4 (April 1997),1997,775,820,775-820
0,Stanford Law Review,Vol.  58,3 (December 2005),2005,751,790,751-790
0,Yale Law Journal,Vol.  102,3 (1992),1992,835,870,835-870
0,Journal of Criminal Law & Criminology,Vol.  95,2 (Winter 2005),2005,587,624,587-624
0,Oregon Law Review,Vol.  81,1 (Spring 2002),2002,97,130,97-130
0,University of Pennsylvania Journal of Constitutional Law,Vol.  11,1 (December 2008),2008,155,206,155-206
0,New York University Law Review,Vol.  77,6 (December 2002),2002,1475,1490,1475-1490
0,Ohio State Law Journal,Vol.  63,1 (2002),2002,417,432,417-432
0,Texas Law Review,Vol.  84,7 (June 2006),2006,1869,1928,1869-1928
0,Journal of Criminal Law and Criminology,Vol.  88,3 (Spring 1998),1998,771,808,771-808
0,DePaul Law Review,Vol.  57,3 (Spring 2008),2008,721,740,721-740
0,University of Chicago Legal Forum,Vol.  2010,1 (2010),2010,117,164,117-164
0,Ohio State Journal of Criminal Law,Vol.  5,1 (Fall 2007),2007,285,300,285-300
0,Yale Law Journal,Vol.  122,8 (June 2013),2013,2694,2713,2694-2713
0,Journal of Criminal Law & Criminology ,Vol.  100,3 (Summer 2010),2010,643,690,643-690
0,Law and Inequality: A Journal of Theory and Practice,Vol.  30,2 (Summer 2012),2012,211,244,211-244
0,Federal Sentencing Reporter,Vol.  23,1 (October 2010),2010,79,86,79-86
0,University of Chicago Law Review,Vol.  82,1 (Winter 2015),2015,243,294,243-294
0,Harvard Law Review,Vol.  112,3 (January 1999),1999,680,694,680-694
0,Texas Law Review,Vol.  89,2 (December 2010),2010,353,366,353-366
0,Howard Law Journal ,Vol.  52,3 (Spring 2009),2009,525,558,525-558
0,Texas Law Review,Vol.  74,6 (May 1996),1996,1285,1290,1285-1290
0,Southern California Law Review,Vol.  87,3 (March 2014),2014,733,784,733-784
0,Virginia Law Review,Vol.  83,3 (April 1997),1997,693,712,693-712
0,Michigan Law Review,Vol.  97,6 (May 1999),1999,1857,1873,1857-1873
0,Mississippi Law Journal,Vol.  79,1 (Fall 2009),2009,149,178,149-178
0,Texas Law Review,Vol.  89,2 (December 2010),2010,367,422,367-422
0,Law and Contemporary Problems,Vol.  76,1 (2013),2013,27,52,27-52
0,Mississippi Law Journal,Vol.  82,2 (2013),2013,329,358,329-358
0,Ohio State Journal of Criminal Law,Vol.  9,1 (Fall 2011),2011,1,6,1-6
0,Ohio State Journal of Criminal Law,Vol.  1,1 (Fall 2003),2003,323,344,323-344
0,Law and Contemporary Problems,Vol.  61,4 (Autumn 1998),1998,89,104,89-104
0,Ohio State Journal of Criminal Law,Vol.  11,1 (Fall 2013),2013,37,56,37-56
0,Harvard Law Review,Vol.  125,3 (January 2012),2012,760,788,760-788
0,St. John's Law Review,Vol.  72,s 3-4 (Summer-Fall 1998),1998,1203,1212,1203-1212
0,St. Mary' Law Journal,Vol.  29,4 (1998),1998,971,980,971-980
0,Harvard Journal of Law & Public Policy,Vol.  20,2 (Winter 1997),1997,435,442,435-442
0,UCLA Law Review,Vol.  46,6 (August 1999),1999,1793,1800,1793-1800
0,Saint Louis University Law Journal,Vol.  45,2 (Spring 2001),2001,445,454,445-454
0,American Journal of Criminal Law,Vol.  41,2 (Spring 2014),2014,189,ix,189-ix
0,Texas Tech Law Review,Vol.  47,1 (Fall 2014),2014,1,18,1-18
0,Saint Louis University Law Journal,Vol.  60,3 (Spring 2016),2016,463,480,463-480
0,Annual Review of Criminal Procedure ,Vol.  26,,,775,820,775-820
0,Berkeley Journal of Criminal Law,Vol.  12,2 (Fall 2007),2007,161,178,161-178
0,University of Pennsylvania Journal of Constitutional Law,Vol.  3,1 (February 2001),2001,276,282,276-282
0,Criminal Justice Ethics,Vol.  27,2 (Summer/Fall 2008),2008,45,54,45-54
0,Valparaiso University Law Review,Vol.  51,3 (Spring 2017),2017,579,604,579-604
0,Boston University Law Review,Vol.  97,3 (May 2017),2017,1197,1214,1197-1214
0,New York Law School Law Review,Vol.  43,1 (1999),1999,79,100,79-100
0,Judicature,Vol.  89,,,250,253,250-253
0,Ohio State Journal of Criminal Law,Vol.  15,2 (Spring 2018),2018,295,296,295-296
0,Human Rights,Vol.  42,2 (2016),2016,14,17,14-17
0,Loyola Law Review,Vol.  61,1 (Spring 2015),2015,125,134,125-134
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  44,2 (Summer 2009),2009,[iii],296,[iii]-296
0,Journal of Law and Society,Vol.  44,3 (September 2017),2017,463,470,463-470
0,American Journal of Criminal Law,Vol.  20,,,[ix],[xiv],[ix]-[xiv]
0,American Criminal Law Review,Vol.  39,4 (Fall 2002),2002,1309,1394,1309-1394
0,University of Colorado Law Review,Vol.  77,1 (2006),2006,101,192,101-192
0,Ohio State Law Journal,Vol.  67,4 (2006),2006,721,782,721-782
0,Journal of Criminal Law & Criminology ,Vol.  100,1 (Winter 2010),2010,33,108,33-108
0,Indiana Law Journal,Vol.  86,1 (Winter 2011),2011,185,256,185-256
0,Yale Journal of Law & the Humanities,Vol.  10,1 (Winter 1998),1998,191,228,191-228
0,Texas Journal of Women and the Law,Vol.  8,1 (Fall 1998),1998,1,50,1-50
0,Hastings Law Journal,Vol.  54,6 (2002-2003),2002,1641,1704,1641-1704
0,Michigan Journal of Gender & Law,Vol.  20,1 (2013),2013,1,32,1-32
0,Ohio State Journal of Criminal Law,Vol.  6,2 (Spring 2009),2009,681,710,681-710
0,Penn State Law Review,Vol.  120,2 (Fall 2015),2015,337,420,337-420
0,Hastings Constitutional Law Quarterly,Vol.  26,2 (Winter 1999),1999,469,504,469-504
0,Ohio State Law Journal,Vol.  78,6 (2017),2017,1257,1344,1257-1344
0,Saint Louis University Law Journal,Vol.  55,4 (Summer 2011),2011,1347,1368,1347-1368
0,Journal of Contemporary Legal Issues,Vol.  18,1 (2009),2009,501,512,501-512
0,Law and History Review,Vol.  25,2 (Summer 2007),2007,446,448,446-448
0,University of Chicago Law Review,Vol.  65,4 (Fall 1998),1998,1127,1198,1127-1198
0,Stanford Law Review,Vol.  49,2 (January 1997),1997,181,254,181-254
0,Harvard Journal on Legislation,Vol.  33,1 (Winter 1996),1996,35,104,35-104
0,Georgetown Law Journal ,Vol.  95,1 (November 2006),2006,49,118,49-118
0,Duke Law Journal,Vol.  58,8 (May 2009),2009,2013,2086,2013-2086
0,Hastings Law Journal,Vol.  52,2 (January 2001),2001,441,536,441-536
0,University of Chicago Law Review,Vol.  65,4 (Fall 1998),1998,1127,1198,1127-1198
0,Cornell Law Review,Vol.  98,5 (July 2013),2013,1023,1092,1023-1092
0,Ohio State Law Journal,Vol.  56,1 (1995),1995,153,234,153-234
0,Yale Journal of Law & the Humanities,Vol.  15,1 (Winter 2003),2003,1,70,1-70
0,Berkeley Journal of Employment and Labor Law,Vol.  23,1 (2002),2002,57,106,57-106
0,Louisiana Law Review,Vol.  66,4 (Summer 2006),2006,1111,vi,1111-vi
0,William & Mary Bill of Rights Journal,Vol.  9,3 (April 2001),2001,595,618,595-618
0,Case Western Reserve Law Review,Vol.  54,4 (Summer 2004),2004,1143,1160,1143-1160
0,William & Mary Bill of Rights Journal,Vol.  7,3 (April 1999),1999,755,800,755-800
0,Emory Law Journal ,Vol.  46,2 (Spring 1997),1997,697,790,697-790
0,Cardozo Law Review,Vol.  26,2 (January 2005),2005,331,352,331-352
0,Louisiana Law Review ,Vol.  70,1 (Fall 2009),2009,47,96,47-96
0,UCLA Women's Law Journal,Vol.  8,2 (Srping/Summer 1998),1998,267,312,267-312
0,Connecticut Law Review,Vol.  34,3 (Spring 2002),2002,765,786,765-786
0,Chicago-Kent Law Review,Vol.  80,2 (2005),2005,839,873,839-873
0,Tulsa Law Journal,Vol.  34,4 (Summer 1999),1999,667,678,667-678
0,Loyola of Los Angeles Law Review,Vol.  48,2 (Winter 2014),2014,439,492,439-492
0,Berkeley Journal of Employment and Labor Law,Vol.  36,2 (2015),2015,277,[i],277-[i]
0,Minnesota Law Review,Vol.  92,5 (May 2008),2008,1502,1538,1502-1538
0,Duke Journal of Constitutional Law & Public Policy,Vol.  7,1 (2011),2011,73,98,73-98
0,Berkeley Journal of Employment and Labor Law,Vol.  35,1-2 (2014),2014,175,200,175-200
0,George Washington Law Review,Vol.  85,3 (May 2017),2017,712,799,712-799
0,Berkeley Women's Law Journal,Vol.  2,1 (Fall 1986),1986,89,138,89-138
0,Berkeley Journal of Employment and Labor Law,Vol.  32,2 (2011),2011,215,278,215-278
0,Harvard Law & Policy Review,Vol.  5,1 (Winter 2011),2011,17,44,17-44
0,Duke Journal of Gender Law & Policy,Vol.  14,1 (January 2007),2007,1,12,1-12
0,Employee Rights and Employment Policy Journal,Vol.  16,2 (2012),2012,413,464,413-464
0,Theoretical Inquiries in Law,Vol.  17,1 (January 2016),2016,101,130,101-130
0,ABA Journal of Labor and Employment Law,Vol.  27,1 (Fall 2011),2011,1,22,1-22
0,Hastings Law Journal,Vol.  64,5 (June 2013),2013,1403,1420,1403-1420
0,Columbia Law Review,Vol.  118,7 (November 2018),2018,2057,2094,2057-2094
0,Employee Rights and Employment Policy Journal,Vol.  13,1 (2009),2009,159,204,159-204
0,Buffalo Law Review,Vol.  51,2 (Spring 2003),2003,409,426,409-426
0,Loyola of Los Angeles Law Review,Vol.  34,2 (2001),2001,537,544,537-544
0,Law and Social Inquiry,Vol.  19,1 (Winter 1994),1994,151,186,151-186
0,Harvard Law Review Forum,Vol.  132,2 (November 2018),2018,42,58,42-58
0,Duke Journal of Gender Law & Policy,Vol.  13,,,1,6,1-6
0,University of Chicago Legal Forum,Vol.  2017,,,177,204,177-204
0,UC Irvine Law Review,Vol.  1,3 (2011),2011,519,542,519-542
0,Harvard Law and Policy Review Online,Vol.  12,,,1,21,1-21
0,Minnesota Law Review,Vol.  92,5 (May 2008),2008,1289,1295,1289-1295
0,Suffolk University Law Review,Vol.  50,4 (2017),2017,621,648,621-648
0,UC Irvine Law Review,Vol.  1,1 (2011),2011,73,96,73-96
0,William & Mary Journal of Women and the Law,Vol.  8,1 (Fall 2001),2001,73,96,73-96
0,Virginia Law Review in Brief,Vol.  94,,,1,8,1-8
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2016,,,[399],[400],[399]-[400]
0,FIU Law Review,Vol.  5,2 (Spring 2010),2010,593,616,593-616
0,Berkeley Journal of Employment and Labor Law,Vol.  39,1 (2018),2018,253,270,253-270
0,Law and Social Inquiry,Vol.  19,1 (Winter 1994),1994,217,222,217-222
0,Law and History Review,Vol.  35,3 (August 2017),2017,837,ii,837-ii
0,Advance: The Journal of the ACS Issue Briefs,Vol.  8,,,55,72,55-72
0,UC Irvine Law Review,Vol.  4,2 (May 2014),2014,857,880,857-880
0,UC Irvine Law Review,Vol.  4,2 (May 2014),2014,523,538,523-538
0,Law and Contemporary Problems,Vol.  82,3 (2019),2019,i,vi,i-vi
0,Law and Contemporary Problems,Vol.  82,3 (2019),2019,141,192,141-192
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2019,,,1,3,1-3
0,Clinical Law Review,Vol.  4,2 (Spring 1998),1998,485,530,485-530
0,San Diego Law Review,Vol.  34,2 (May/June 1997),1997,571,634,571-634
0,Nevada Law Journal,Vol.  15,2 (Spring 2015),2015,671,697,671-697
0,Law & Psychology Review,Vol.  30,,,23,56,23-56
0,"Journal of Law, Business & Ethics",Vol.  19,,,9,46,9-46
0,Arizona Law Review,Vol.  53,3 (2011),2011,867,912,867-912
0,New England Law Review,Vol.  51,1 (Fall 2016),2016,7,52,7-52
0,Arizona State Law Journal,Vol.  1986,3 (1986),1986,543,560,543-560
0,Duke Law Journal ,Vol.  49,1 (October 1999),1999,147,260,147-260
0,Southern California Law Review,Vol.  64,4 (May 1991),1991,951,1018,951-1018
0,Hastings Law Journal,Vol.  43,1 (November 1991),1991,57,142,57-142
0,Hofstra Law Review,Vol.  30,3 (Spring 2002),2002,811,854,811-854
0,Villanova Law Review,Vol.  42,2 (1997),1997,327,344,327-344
0,Louisiana Law Review,Vol.  61,3 (Spring 2001),2001,539,554,539-554
0,Temple Political & Civil Rights Law Review,Vol.  20,2 (Spring 2011),2011,255,296,255-296
0,Georgetown Law Journal,Vol.  68,3 (February 1980),1980,765,782,765-782
0,William & Mary Bill of Rights Journal,Vol.  7,3 (April 1999),1999,913,942,913-942
0,Journal of the Professional Lawyer,Vol.  2015,,,75,118,75-118
0,American Journal of Legal History,Vol.  53,4 (October 2013),2013,418,420,418-420
0,St. John's Journal of Legal Commentary,Vol.  16,3 (Fall 2002),2002,569,586,569-586
0,Professional Lawyer Symposium Issues,Vol.  1997,,,125,136,125-136
0,Notre Dame Law Review,Vol.  73,5 (July 1998),1998,1275,1310,1275-1310
0,Loyola University Chicago Law Journal,Vol.  33,1 (Fall 2001),2001,173,220,173-220
0,Law Quarterly Review,Vol.  120,1 (January 2004),2004,81,107,81-107
0,Villanova Law Review,Vol.  51,3 (2006),2006,499,580,499-580
0,"Notre Dame Journal of Law, Ethics & Public Policy",Vol.  13,1 (1999),1999,15,36,15-36
0,Journal of Law and Religion,Vol.  11,1 (1994-1995),1994,203,228,203-228
0,Wake Forest Law Review,Vol.  36,2 (2001),2001,423,448,423-448
0,University of St. Thomas Law Journal,Vol.  1,1 (Fall 2003),2003,234,252,234-252
0,Journal of Law & Politics,Vol.  20,3 (Summer 2004),2004,489,504,489-504
0,Journal of Law and Religion ,Vol.  22,2 (2006-2007),2006,405,432,405-432
0,American Journal of Jurisprudence,Vol.  61,2 (December 2016),2016,259,[viii],259-[viii]
0,Law and Contemporary Problems ,Vol.  75,4 (2012),2012,135,160,135-160
0,California Law Review,Vol.  98,3 (June 2010),2010,907,988,907-988
0,Oklahoma Law Review,Vol.  62,1 (Fall 2009),2009,55,88,55-88
0,Maryland Law Review,Vol.  70,1 (2010),2010,87,140,87-140
0,Cleveland State Law Review,Vol.  54,,,609,636,609-636
0,Creighton Law Review ,Vol.  41,1 (2008),2008,93,154,93-154
0,California Law Review,Vol.  99,2 (April 2011),2011,605,628,605-628
0,Brigham Young University Law Review,Vol.  2014,2 (2014),2014,309,362,309-362
0,Florida Law Review,Vol.  64,5 (September 2012),2012,1369,1404,1369-1404
0,Georgia Law Review,Vol.  49,2 (Winter 2015),2015,383,432,383-432
0,Missouri Law Review,Vol.  77,2 (Spring 2012),2012,391,410,391-410
0,Florida Law Review,Vol.  65,5 (September 2013),2013,1559,1596,1559-1596
0,QLR,Vol.  26,2 (2008),2008,257,304,257-304
0,New Criminal Law Review,Vol.  16,4 (Fall 2013),2013,595,620,595-620
0,Yale Law Journal,Vol.  116,5 (March 2007),2007,1159,1169,1159-1169
0,Journal of Law & Politics ,Vol.  23,2 (Spring 2007),2007,147,170,147-170
0,Alaska Law Review,Vol.  28,1 (June 2011),2011,1,28,1-28
0,Saint Louis University Public Law Review,Vol.  35,1 (2015),2015,109,[ii],109-[ii]
0,University of Michigan Journal of Law Reform,Vol.  44,4 (Summer 2011),2011,901,946,901-946
0,Maryland Law Review,Vol.  70,1 (2010),2010,166,174,166-174
0,Federal Sentencing Reporter ,Vol.  24,3 (February 2012),2012,164,168,164-168
0,Oklahoma Law Review,Vol.  66,1 (Fall 2013),2013,53,80,53-80
0,Alaska Law Review,Vol.  28,1 (June 2011),2011,49,56,49-56
0,Ohio State Journal of Criminal Law,Vol.  8,1 (Fall 2010),2010,167,186,167-186
0,Ohio State Journal of Criminal Law,Vol.  10,1 (Fall 2012),2012,243,262,243-262
0,Pepperdine Law Review,Vol.  39,(2013),2013,1139,1148,1139-1148
0,University of Pennsylvania Journal of Constitutional Law,Vol.  19,2 (December 2016),2016,431,484,431-484
0,Saint Louis University Law Journal,Vol.  62,2 (Winter 2018),2018,313,322,313-322
0,Saint Louis University Law Journal,Vol.  56,3 (Spring 2012),2012,775,788,775-788
0,Saint Louis University Law Journal,Vol.  58,4 (Summer 2014),2014,1097,[ii],1097-[ii]
0,University of the District of Columbia David A. Clarke School of Law Law Review,Vol.  17,1 (Spring 2014),2014,28,45,28-45
0,Ratio Juris,Vol.  25,2 (June 2012),2012,180,205,180-205
0,Journal of Legal Medicine,Vol.  32,3 (July-September 2011),2011,337,[ii],337-[ii]
0,Journal of Civil Rights and Economic Development,Vol.  31,2 (Spring 2018),2018,201,216,201-216
0,,,,,,,
0,Missouri Law Review,Vol.  83,2 (Spring 2018),2018,259,300,259-300
0,Yale Journal of Law and Feminism,Vol.  19,1 (2007),2007,291,294,291-294
0,Florida Law Review Forum,Vol.  64,,,76,80,76-80
0,Florida Law Review Forum,Vol.  65,,,51,56,51-56
0,Wisconsin Law Review,Vol.  2019,1 (2019),2019,55,128,55-128
0,BYU Journal of Public Law,Vol.  31,1 (2016),2016,83,110,83-110
0,Washington University Law Review,Vol.  95,6 (2018),2018,1389,1404,1389-1404
0,Journal of Legal Medicine,Vol.  31,1 (January-March 2010),2010,157,162,157-162
0,Alaska Law Review,Vol.  36,1 (2019),2019,1,22,1-22
0,Journal of Legal Education,Vol.  65,2 (November 2015),2015,312,325,312-325
0,Journal of the Missouri Bar,Vol.  73,1 (January-February 2017),2017,20,23,20-23
0,Criminal Justice Ethics,Vol.  36,1 (April 2017),2017,61,77,61-77
0,Villanova Law Review,Vol.  52,3 (2007),2007,487,532,487-532
0,Oxford Journal of Legal Studies,Vol.  28,1 (Spring 2008),2008,99,126,99-126
0,Washington and Lee Law Review,Vol.  65,3 (Summer 2008),2008,993,1044,993-1044
0,University of Pennsylvania Journal of Constitutional Law,Vol.  7,5 (October 2005),2005,1155,1206,1155-1206
0,Journal of Law and Religion,Vol.  23,1 (2007-2008),2007,97,130,97-130
0,Journal of Law and Religion,Vol.  21,1 (2005-2006),2005,39,100,39-100
0,American Journal of Comparative Law,Vol.  56,3 (Summer 2008),2008,691,702,691-702
0,Transactions: The Tennessee Journal of Business Law,Vol.  12,(2011),2011,77,100,77-100
0,University of Chicago Law Review,Vol.  64,4 (Fall 1997),1997,1289,1310,1289-1310
0,Oregon Law Review ,Vol.  88,3 (2009),2009,703,744,703-744
0,Texas A&M Law Review,Vol.  3,1 (Fall 2015),2015,91,130,91-130
0,William & Mary Bill of Rights Journal,Vol.  20,2 (December 2011),2011,533,588,533-588
0,University of Pittsburgh Law Review ,Vol.  71,2 (Winter 2009),2009,279,312,279-312
0,Thurgood Marshall Law Review,Vol.  42,1 (Fall 2016),2016,67,[viii],67-[viii]
0,Brigham Young University Law Review,Vol.  2006,1 (2006),2006,71,114,71-114
0,Seattle University Law Review,Vol.  41,1 (Fall 2017),2017,209,248,209-248
0,New York University Law Review,Vol.  78,4 (October 2003),2003,1357,1430,1357-1430
0,Duke Law Journal,Vol.  45,2 (November 1995),1995,255,363,255-363
0,Cornell Law Review,Vol.  90,4 (May 2005),2005,893,994,893-994
0,Wake Forest Law Review,Vol.  32,3 (1997),1997,733,780,733-780
0,Virginia Law Review,Vol.  84,8 (November 1998),1998,1465,1540,1465-1540
0,Texas Law Review,Vol.  72,6 (May 1994),1994,1583,1628,1583-1628
0,Vanderbilt Law Review,Vol.  59,4 (May 2006),2006,1085,0,1085-0
