,Title,Paper Type,List Author,Author(s),Number of Authors,Journal,Journal,Vol,Issue,Issue Year,First Page,Last Page,BBCite,BBCite Year,Cited (articles),Cited (cases),Accessed,Topics,ID
24,A Transnational Take on Krisch's Pluralist Postnational Law,comments,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"European Journal of International Law, Vol. 23, Issue 2 (2012), pp. 565-582",European Journal of International Law,Vol.  23,2 (2012),2012,565,582,,,3,0,0,"Constitutional Law, Jurisprudence, Politics, Globalization, European Court of Human Rights, Judgments",7154
25,A Breakthrough with the TPP: The Tobacco Carve-out,comments,Gregory Shaffer,"Puig, Sergio (Cited 125 times); Shaffer, Gregory (Cited 529 times)",2,"Yale Journal of Health Policy, Law and Ethics, Vol. 16, Issue 2 (Summer 2016), pp. 327-333","Yale Journal of Health Policy, Law and Ethics",Vol.  16,2 (Summer 2016),2016,327,333,16 Yale J. Health Pol'y L. & Ethics 327 (2016),2016,3,0,18,"Tobacco, Investment, Dispute Resolution, International Trade",7154
26,The Role of the Director-General and Secretariat: Chapter IX of the Sutherland Report,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"World Trade Review, Vol. 4, Issue 3 (November 2005), pp. 429-438",World Trade Review,Vol.  4,3 (November 2005),2005,429,438,4 World Trade Rev. 429 (2005),2005,3,0,0,"General, International Trade, Politics, Organizations",7154
27,Theorizing Transnational Legal Ordering of Private and Business Law,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"UC Irvine Journal of International, Transnational, and Comparative Law, Vol. 1, pp. 1-10","UC Irvine Journal of International, Transnational, and Comparative Law",Vol.  1,,,1,10,1 U.C. Irvine J. Int'l Transnat'l & Comp. L. 1 (2016),2016,2,0,21,"International Law, International Organization, Securities, Rule of Law",7154
28,China's Rise: How It Took on the U.S. at the WTO,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times); Gao, Henry (Cited 26 times)",2,"University of Illinois Law Review, Vol. 2018, Issue 1 (2018), pp. 115-184",University of Illinois Law Review,Vol.  2018,1 (2018),2018,115,184,2018 U. Ill. L. Rev. 115 (2018),2018,2,0,219,"International Trade, States, Comparative Law, Foreign Currency",7154
29,Mechanisms for the Negotiation of International Trade Claims by Public Authorities on Behalf of Private Enterprises in the European Union: A Public-Private Partnership,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"American Society of International Law Proceedings, Vol. 92, pp. 212-225",American Society of International Law Proceedings,Vol.  92,,,212,225,92 Am. Soc'y Int'l L. Proc. 212 (1998),1998,1,0,1,"European Union, International Trade, Industry",7154
30,Imperfect Alternatives: Institutional Choice and the Reform of Investment Law,article,Gregory Shaffer,"Puig, Sergio (Cited 125 times); Shaffer, Gregory (Cited 529 times)",2,"American Journal of International Law, Vol. 112, Issue 3 (July 2018), pp. 361-409",American Journal of International Law,Vol.  112,3 (July 2018),2018,361,409,,,1,0,0,"Investment, Law Reform, Arbitration, Capacity",7154
31,Alternatives for Regulatory Governance under TTIP: Building from the Past,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"Columbia Journal of European Law, Vol. 22, Issue 3 (Summer 2016), pp. 403-420",Columbia Journal of European Law,Vol.  22,3 (Summer 2016),2016,403,420,22 Colum. J. Eur. L. 403 (2015-2016),2015,1,0,10,"Administration Law, Constitutional Law, Investment",7154
32,"State Transformation and the Role of Lawyers: The WTO, India, and Transnational Legal Ordering",article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times); Sinha, Aseema (Cited 2 times); Nedumpara, James (Cited 2 times)",3,"Law & Society Review, Vol. 49, Issue 3 (2015), pp. 595-630",Law & Society Review,Vol.  49,3 (2015),2015,595,630,49 Law & Soc'y Rev. 595 (2015),2015,1,0,15,"Comparative Law, International Trade, Lobbying, Religion",7154
33,FTA Law in WTO Dispute Settlement: Peru-Additional Duty and the Fragmentation of Trade Law,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times); Winters, L. Alan (Cited 11 times)",2,"World Trade Review, Vol. 16, Issue 2 (2017), pp. 303-326",World Trade Review,Vol.  16,2 (2017),2017,303,326,,,1,0,0,"International Trade, International Economic Law, Jurisprudence, World Trade Organization",7154
34,Introduction: Transnational Elements of Constitution-Making,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"UC Irvine Journal of International, Transnational, and Comparative Law, Vol. 2, pp. 1-4","UC Irvine Journal of International, Transnational, and Comparative Law",Vol.  2,,,1,4,2 U.C. Irvine J. Int'l Transnat'l & Comp. L. 1 (2017),2017,0,0,8,"Democracy, International Law",7154
35,Poetry,notes,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"Legal Studies Forum, Vol. 28, pp. 73-76",Legal Studies Forum,Vol.  28,,,73,76,28 Legal Stud. F. 73 (2004),2004,0,0,0,"Evidence, Sports, Criminal Investigation",7154
36,"Editors' Introduction: Trade, Animal Welfare, and Indigenous Communities: A Symposium on the WTO EC-Seal Products Case",comments,Gregory Shaffer,"Herwig, Alexia (Cited 22 times); Shaffer, Gregory (Cited 529 times)",2,"AJIL Unbound, Vol. 108, pp. 282-286",AJIL Unbound,Vol.  108,,,282,286,108 AJIL Unbound 282 (2014-2015),2014,0,0,3,"Animal Welfare, Animals, Marine Resources, Regulation, World Trade Organization, Ethics",7154
37,"Introduction to Symposium on Alan O. Sykes, Economic Necessity in International Law",comments,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"AJIL Unbound, Vol. 109, pp. 173-174",AJIL Unbound,Vol.  109,,,173,174,109 AJIL Unbound 173 (2015-2016),2015,0,0,2,"Foreign Investment, Treaties, Economics, International Law, Law and Economics",7154
38,Law and Politics of the Treatment of Trade and Environment Measures in the WTO,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"American Society of International Law Proceedings, Vol. 93, pp. 218-218",American Society of International Law Proceedings,Vol.  93,,,218,218,93 Am. Soc'y Int'l L. Proc. 218 (1999),1999,0,0,2,"International Law, Natural Resources Law, Law and Society, Environment, Labor Law",7154
39,The Democratic Legitimacy of Extraterritorial U.S. Trade Sanctions on Environmental Grounds: The WTO Shrimp-Turtle Case,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"American Society of International Law Proceedings, Vol. 94, pp. 84-87",American Society of International Law Proceedings,Vol.  94,,,84,87,94 Am. Soc'y Int'l L. Proc. 84 (2000),2000,0,0,14,"Sanctions, States, Environmental Policy",7154
40,"Risk, Science, and Law in the WTO: The Centrality of Institutional Choice",article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"American Society of International Law Proceedings, Vol. 104, pp. 19-23",American Society of International Law Proceedings,Vol.  104,,,19,23,104 Am. Soc'y Int'l L. Proc. 19 (2010),2010,0,0,4,"Regulation, Environmental Law, European Union, South Africa",7154
41,The New Empirical Turn in International Law Scholarship,notes,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"Proceedings of the Annual Meeting, published by the American Society of International Law, Vol. 108, pp. 369-370","Proceedings of the Annual Meeting, published by the American Society of International Law",Vol.  108,,,369,370,108 Am. Soc'y Int'l L. Proc. 369 (2014),2014,0,0,6,"International Law, Dogs, War",7154
42,Transparency and the Governance of Subsidies,comments,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"Proceedings of the Annual Meeting, published by the American Society of International Law, Vol. 109, pp. 322-326","Proceedings of the Annual Meeting, published by the American Society of International Law",Vol.  109,,,322,326,109 Am. Soc'y Int'l L. Proc. 322 (2015),2015,0,0,9,"Subsidies, Commercial Law, International Trade, Natural Resources, Environmental Protection, International Law",7154
43,Cashmere from Rachungkaru,notes,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"European Journal of International Law, Vol. 24, Issue 4 (2013), pp. 1262-[ii]",European Journal of International Law,Vol.  24,4 (2013),2013,1262,[ii],,,0,0,0,"Admiralty, Industry, Environment, Petroleum",7154
44,Khundi,notes,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"European Journal of International Law, Vol. 28, Issue 2 (2017), pp. 664-664",European Journal of International Law,Vol.  28,2 (2017),2017,664,664,,,0,0,0,"Law and Society, Property, Property Law, Intellectual Property Law",7154
45,Kathmandu,notes,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"European Journal of International Law, Vol. 28, Issue 4 (2017), pp. 1429-1429",European Journal of International Law,Vol.  28,4 (2017),2017,1429,1429,,,0,0,0,"General, Titles",7154
46,"WTO Law in a Fragmented, Decentralized Interantional Legal Order: Symposium Introduction",comments,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"Loyola University Chicago International Law Review, Vol. 6, Issue 1 (2008-2009), pp. 1-4",Loyola University Chicago International Law Review,Vol.  6,1 (2008-2009),2008,1,4,6 Loy. U. Chi. Int'l L. Rev. 1 (2008-2009),2008,0,0,3,"International Law, Treaties, World Trade Organization, Legal Profession, International Trade",7154
47,"Law, Constitutionalism, and World Society: Kjaer, Kratochwil and Global (Dis)Order",comments,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"International Journal of Constitutional Law, Vol. 13, Issue 4 (October 2015), pp. 1063-1077",International Journal of Constitutional Law,Vol.  13,4 (October 2015),2015,1063,1077,13 Int'l J. Const. L. 1063 (2015),2015,0,0,2,"Rule of Law, International Law, International Relations, International Trade, Jurisprudence, World Trade Organization",7154
48,New Legal Realism's Rejoinder,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"Leiden Journal of International Law, Vol. 28, Issue 3 (September 2015), pp. 479-486",Leiden Journal of International Law,Vol.  28,3 (September 2015),2015,479,486,28 LJIL 479 (2015),2015,0,0,18,"Criminal Law and Procedure, Evidence, Women, Comparative Law, Intellectual Property Law",7154
49,The WTO at Ten: The Contribution of the Dispute Settlement System,reviews,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"World Trade Review, Vol. 8, Issue 2 (April 2009), pp. 370-373",World Trade Review,Vol.  8,2 (April 2009),2009,370,373,8 World Trade Rev. 370 (2009),2009,0,0,1,"Dispute Resolution, Practice and Procedure, Procedure, World Trade Organization, Jurisprudence, Judges",7154
50,How Do We Get Along: International Economic Law and the Nation-State,reviews,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"Michigan Law Review, Vol. 117, Issue 6 (April 2019), pp. 1229-1252",Michigan Law Review,Vol.  117,6 (April 2019),2019,1229,1252,117 Mich. L. Rev. 1229 (2018-2019),2018,0,0,0,,7154
51,Retooling Trade Agreements for Social Inclusion,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times)",1,"University of Illinois Law Review, Vol. 2019, Issue 1 (2019), pp. 1-44",University of Illinois Law Review,Vol.  2019,1 (2019),2019,1,44,2019 U. Ill. L. Rev. 1 (2019),2019,0,0,0,,7154
52,The Empirical Turn in International Legal Scholarship,article,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times); Ginsburg, Tom (Cited 950 times)",2,"Brazilian Journal of Empirical Legal Studies, Vol. 2, Issue 2 (July 2015), pp. 193-236",Brazilian Journal of Empirical Legal Studies,Vol.  2,2 (July 2015),2015,193,236,2 Braz. J. Empirical Legal Stud. 193 (2015),2015,0,0,12,"Criminal Law, Discipline, International Criminal Law, International Law, Private International Law",7154
53,Introduction to Symposium on Industry Associations in Transnational Legal Ordering,comments,Gregory Shaffer,"Shaffer, Gregory (Cited 529 times); Durkee, Melissa J. (Cited 39 times)",2,"AJIL Unbound, Vol. 111, pp. 103-105",AJIL Unbound,Vol.  111,,,103,105,111 AJIL Unbound 103 (2017-2018),2017,0,0,4,"International Organization, International Law, Corporations",7154
0,The Original Understanding of Original Intent,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Harvard Law Review , Vol. 98, Issue 5 (March 1985), pp. 885-948",Harvard Law Review ,Vol.  98,5 (March 1985),1985,885,948,98 Harv. L. Rev. 885 (1984-1985),1984,912,6,106,"Jurisprudence, Interpreters, Common Law",1038
1,Rules for Originalists,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Virginia Law Review, Vol. 73, Issue 4 (May 1987), pp. 659-700",Virginia Law Review,Vol.  73,4 (May 1987),1987,659,700,73 Va. L. Rev. 659 (1987),1987,248,2,17,"History, Constitutional Law, Jurisprudence, Legal Analysis and Writing",1038
2,"Oldest Question of Constitutional Law, The",article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Virginia Law Review, Vol. 79, Issue 3 (April 1993), pp. 633-690",Virginia Law Review,Vol.  79,3 (April 1993),1993,633,690,79 Va. L. Rev. 633 (April 1993),1993,214,0,2,"Constitutional Law, Jurisdiction, States, Federalism",1038
3,The Compleat Jeffersonian: Justice Rehnquist and Federalism,article,H. Jefferson Powell,"Powell, Jeff (Cited 2157 times)",1,"Yale Law Journal, Vol. 91, Issue 7 (June 1982), pp. 1317-1370",Yale Law Journal,Vol.  91,7 (June 1982),1982,1317,1370,91 Yale L.J. 1317 (1981-1982),1981,123,0,14,"Federalism, Biography, Constitutional Law, Democracy, Judges",1038
4,President's Authority over Foreign Affairs: An Executive Branch Perspective,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"George Washington Law Review, Vol. 67, Issue 3 (March 1999), pp. 527-576",George Washington Law Review,Vol.  67,3 (March 1999),1999,527,576,67 Geo. Wash. L. Rev. 527 (1998-1999),1998,80,0,41,"Constitutional Law, Foreign Affairs, Executive Powers, International Relations, Judiciary, Jurisprudence, President/Executive Department",1038
5,The Modern Misunderstanding of Original Intent,reviews,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"University of Chicago Law Review, Vol. 54, Issue 4 (Fall 1987), pp. 1513-1544",University of Chicago Law Review,Vol.  54,4 (Fall 1987),1987,1513,1544,54 U. Chi. L. Rev. 1513 (Fall 1987),1987,61,0,12,"Federalism, Constitutional Law, Legal History",1038
6,Reviving Republicanism,comments,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Yale Law Journal, Vol. 97, Issue 8 (July 1988), pp. 1703-1712",Yale Law Journal,Vol.  97,8 (July 1988),1988,1703,1712,97 Yale L.J. 1703 (July 1988),1988,45,0,15,"Constitutional Law, Jurisprudence, Politics, Second Amendment",1038
7,The Principles of '98: An Essay in Historical Retrieval,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Virginia Law Review, Vol. 80, Issue 3 (April 1994), pp. 689-744",Virginia Law Review,Vol.  80,3 (April 1994),1994,689,744,80 Va. L. Rev. 689 (April 1994),1994,41,0,9,"Legal History, Communications Law, First Amendment, Sedition, Jurisprudence",1038
8,Enumerated Means and Unlimited Ends,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Michigan Law Review, Vol. 94, Issue 3 (December 1996), pp. 651-673",Michigan Law Review,Vol.  94,3 (December 1996),1996,651,673,94 Mich. L. Rev. 651 (1995-1996),1995,40,0,3,"Commerce, Commerce Clause, Constitutional Law, Politics",1038
9,Cardozo's Foot: The Chancellor's Conscience and Constructive Trusts,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Law and Contemporary Problems, Vol. 56, Issue 3 (Summer 1993), pp. 7-28",Law and Contemporary Problems,Vol.  56,3 (Summer 1993),1993,7,28,56 Law & Contemp. Probs. 7 (1993),1993,38,0,26,"Banking Law, Jurisprudence, Trusts, Equity",1038
10,The Founders and the President's Authority over Foreign Affairs,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"William and Mary Law Review, Vol. 40, Issue 5 (May 1999), pp. 1471-1538",William and Mary Law Review,Vol.  40,5 (May 1999),1999,1471,1538,40 Wm. & Mary L. Rev. 1471 (1998-1999),1998,35,0,8,"Foreign Affairs, Constitutional Law",1038
11,Parchment Matters: A Meditation on the Constitution as Text,comments,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Iowa Law Review, Vol. 71, Issue 5 (July 1986), pp. 1427-1436",Iowa Law Review,Vol.  71,5 (July 1986),1986,1427,1436,71 Iowa L. Rev. 1427 (1985-1986),1985,34,0,3,"Jurisprudence, Government, Jurisdiction, State and Local Government Law, States",1038
12,The Political Grammar of Early Constitutional Law,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"North Carolina Law Review, Vol. 71, Issue 4 (April 1993), pp. 949-1010",North Carolina Law Review,Vol.  71,4 (April 1993),1993,949,1010,71 N.C. L. Rev. 949 (1992-1993),1992,33,0,9,"Constitutional Law, Legal History, Deceit, Comparative Law, Judicial Review, Sovereignty",1038
13,The Executive and the Avoidance Canon,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Indiana Law Journal, Vol. 81, Issue 4 (Fall 2006), pp. 1313-1318",Indiana Law Journal,Vol.  81,4 (Fall 2006),2006,1313,1318,81 Ind. L.J. 1313 (2006),2006,22,0,4,"Human Rights Law, President/Executive Department, Commander in Chief",1038
14,The Constitutionality of the Bank Bill: The Attorney General's First Constitutional Law Opinions,article,H. Jefferson Powell,"Dellinger, Walter (Cited 379 times); Powell, H. Jefferson (Cited 2157 times)",2,"Duke Law Journal, Vol. 44, Issue 1 (October 1994), pp. 110-133",Duke Law Journal,Vol.  44,1 (October 1994),1994,110,133,44 Duke L.J. 110 (1994-95),1994,21,0,13,"Constitutional Law, General, Legal History, President/Executive Department",1038
15,Reasoning about the Irrational: The Roberts Court and the Future of Constitutional Law,article,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times)",1,"Washington Law Review, Vol. 86, Issue 2 (May 2011), pp. 217-280",Washington Law Review,Vol.  86,2 (May 2011),2011,217,280,86 Wash. L. Rev. 217 (2011),2011,19,1,12,"Constitutional Law, Jurisprudence",1038
16,Laying It on the Line: A Dialogue on Line Item Vetoes and Separation of Powers,comments,H. Jefferson Powell,"Powell, H. Jefferson (Cited 2157 times); Rubenfeld, Jed (Cited 2372 times)",2,"Duke Law Journal, Vol. 47, Issue 6 (April 1998), pp. 1171-1212",Duke Law Journal,Vol.  47,6 (April 1998),1998,1171,1212,47 Duke L.J. 1171 (1997-98),1997,17,0,3,"Separation, Separation of Powers, Standing, Constitutional Law, Politics, Statutes",1038
